"","Quarter","Week","Hour","Weekday_bike_out","Weekend_bike_out"
"526","4","22","21",0.105846153846154,0.0769230769230769
"527","4","22","22",0.0784615384615385,0.0530769230769231
"528","4","22","23",0.0609230769230769,0.0415384615384615
"529","4","23","0",0.0366153846153846,0.0707692307692308
"530","4","23","1",0.0175384615384615,0.0484615384615385
"531","4","23","2",0.0166153846153846,0.0392307692307692
"532","4","23","3",0.00615384615384615,0.0107692307692308
"533","4","23","4",0.00584615384615385,0.00461538461538462
"534","4","23","5",0.0313846153846154,0.00615384615384615
"535","4","23","6",0.0489230769230769,0.0138461538461538
"536","4","23","7",0.131692307692308,0.07
"537","4","23","8",0.212923076923077,0.0738461538461539
"538","4","23","9",0.168923076923077,0.15
"539","4","23","10",0.161846153846154,0.235384615384615
"540","4","23","11",0.216615384615385,0.306153846153846
"541","4","23","12",0.268,0.345384615384615
"542","4","23","13",0.238461538461538,0.376923076923077
"543","4","23","14",0.237230769230769,0.374615384615385
"544","4","23","15",0.245846153846154,0.396923076923077
"545","4","23","16",0.317846153846154,0.365384615384615
"546","4","23","17",0.361846153846154,0.235384615384615
